P22438	P32461
P38277	P35844
P40535	P40517
Q12018	P50273
P04801	P36056
P38141	P39742
P40530	P54786
P53851	P38201
P03877	P43636
P35729	P53838
P38705	P0C2I2
P14164	Q12734
P53260	P53144
P40858	Q06698
P32386	P53976
P10614	Q08686
Q04336	Q9URQ3
P38687	P53899
P38318	P06174
P53338	Q08746
Q3E842	P53099
P50275	P40509
Q12305	Q03799
P36097	P47064
P40308	P27680
P11710	P38244
P25567	P13181
P38961	Q12112
P53136	Q06440
P32633	P22517
P39972	P38957
P36080	P38830
P22768	Q07454
P41058	P38836
P39107	P53867
P53278	P22768
P43612	P43574
P34165	Q03697
P38113	P53858
Q06490	P23724
P53881	P25653
P38954	P39929
P43555	P36141
P25037	P39105
P38286	P38075
P32849	P36525
P30657	Q03782
P36520	P40023
P35203	P46995
Q06493	Q06156
P32945	Q03266
P38723	P32561
Q02455	P40353
P40540	Q12354
Q02820	P53111
Q3E823	P47055
P32523	P38237
Q01919	Q2V2P1
P38900	P47125
Q07987	P39540
Q04632	P53908
P08518	P36135
P39969	P40022
Q07551	P25039
P39706	P53958
P40363	P29295
P04803	Q8TGU5
P01098	Q04210
Q02776	Q3E7A3
Q12305	Q12442
P16550	Q06200
P46948	P23301
P53059	P38215
P48743	P53736
P54115	P38077
P32579	P25554
P04385	Q03099
Q06156	P39540
Q12315	P53869
P38247	P25270
P14064	P53859
P53053	P46674
Q08416	P25639
P38143	P53124
Q12483	Q07527
P17967	P32318
Q02939	Q08956
Q12039	Q06510
P32860	P21672
P36046	P10174
Q04740	P49686
P25635	P38153
Q03153	P53855
P46998	Q08199
P19659	P39925
P39975	P09733
P16151	P25617
P27351	P46948
Q99208	Q06201
Q06705	P33757
P47057	Q04429
Q3E767	Q04847
P23724	Q05016
P32902	Q04341
Q06160	Q02203
Q04893	P04807
Q03036	Q3E737
P48240	Q08974
P53075	P25583
Q12189	P53274
P47061	Q08448
P25366	P13045
Q12513	P06174
P36136	P53757
P53102	P10591
P32074	Q08465
P35195	Q99248
Q04772	P40359
P0C2H6	P00950
P09232	Q05549
Q00539	P40342
Q12283	P53312
P15624	P18410
P06773	P53198
Q12518	Q3E6R4
P38284	P23500
P47017	P34237
P05375	P06182
P40550	P53685
P48565	Q12507
P39997	P40693
Q3E824	P33317
P22515	P50275
Q12171	P53249
P46995	P22147
Q03957	P53721
P21372	P47006
P53032	P38902
P39705	Q05611
P07245	P53757
P39684	Q05541
P47912	P19657
Q04178	P40214
Q08287	Q00955
P39936	P07256
P19657	P38627
Q06151	Q01560
P40009	P00958
Q04487	Q07923
P40413	Q12265
P38274	Q12140
P53840	Q12674
P38177	P09232
P31383	Q12117
P32939	P38271
P53101	P25621
P39551	P32336
P37254	P39005
Q03508	P32463
Q03144	Q12338
O14464	P47099
P0CF16	P23250
Q02794	P20967
P26449	Q12471
Q06707	P10363
Q12432	P33311
Q08485	P43550
Q3E769	P20438
P53081	P47090
P38819	P34228
P46964	Q00416
Q2V2P9	P25358
P08678	P53976
Q9ZZX1	P32571
P53970	P25345
P53839	P32502
P40317	P17255
P53851	Q03691
P40340	P06101
P38623	P43633
Q08955	P36054
P32913	P47090
Q07879	P31378
P40188	P07390
Q12230	Q12034
P41058	P32361
P19735	P37291
Q04549	P53871
Q08702	P40050
P38604	P18410
Q2V2P8	P32564
P40693	P38740
P12866	Q02598
Q12515	Q06675
P39010	P41057
Q12436	P40968
P38205	P40075
Q12522	P05373
Q03144	P53064
P40366	P07252
P32599	Q12296
P20049	P53850
Q12453	Q12232
P22336	P39734
Q04178	P50109
P48743	P07245
P09457	Q12303
P36112	Q12398
P23250	Q12078
P07259	P38798
Q12110	Q12132
Q08193	Q07454
O13539	Q12138
P40303	P38624
P35195	P25036
P05737	Q12214
P32323	Q12421
P0CX11	P32835
P27344	Q00539
P39722	P38156
P25574	P38011
P40573	O75012
P07261	P32858
P53110	O13563
P09007	Q08689
P32633	P13902
P40049	P38861
P17442	P18962
P54115	P81450
P36111	P40061
Q3E7A0	P23369
P40090	P53885
Q08975	Q03530
P36027	P32074
Q06523	P06633
P38257	Q03148
P47178	P23291
P33412	P00546
Q03707	P19158
P39078	P53438
Q05498	P36091
Q12391	P41920
Q04396	P32447
Q04670	P00724
P53850	P53885
P38912	P07264
P38333	Q12321
P38115	Q06321
P47074	P36078
P36161	P53746
P36125	Q12512
Q07949	Q07928
P38956	P46974
Q06524	Q08268
P39113	P34225
P34246	P23542
P36136	Q12449
Q00416	P38840
P53100	P32263
Q12247	P23059
P38723	Q03201
P16120	P13186
P36516	Q05473
P28321	Q07949
Q03308	P39702
P13099	P38241
Q08904	P32639
P32570	P39998
Q12163	P46999
P42845	P14904
Q08651	Q07541
P27654	P26188
Q3E743	P36008
P53064	P53390
P04397	P47041
P40309	Q12192
P36148	Q04226
Q3E737	P33757
P46995	P53329
P36116	P21951
Q01855	Q12330
P53155	P39013
P53189	Q01574
Q12510	P38749
Q05863	P13587
P53861	Q07844
P40540	P43637
P45976	Q12341
Q08361	P13434
P40502	P47019
P38148	P53855
Q03208	P33324
P38142	P46959
P47125	Q02724
P32899	P07271
P38988	P38927
Q04195	P32608
Q8TGS9	P40508
P46995	P39102
Q03532	P40210
Q99181	Q04031
P25656	Q08176
Q92317	P25389
P53836	Q99207
P16661	P53883
P53075	P53147
P02557	P47140
P32944	P0CE00
P34240	P29509
P38744	Q12498
P18961	Q08270
P25384	P43682
P40477	Q04052
Q06199	P05150
P32792	P69771
P35127	P38310
Q02883	P14064
P21524	P53253
P40482	Q12084
O13535	P0CE11
P23248	P32801
P38851	P32526
Q00711	Q05024
P07260	Q3E757
P02400	Q12389
P39676	P32364
P09032	P38251
P32486	P25588
P11746	P32906
Q12276	Q07657
P28004	P39985
Q12395	P43594
P30775	P35181
Q03981	P23595
P53427	Q02648
P32435	P10964
P53720	P36048
P54786	P25037
P54858	P07275
Q12300	Q12019
Q12489	P38692
P03965	Q05924
P53305	Q06200
P53843	Q8TGT3
P36024	Q02521
P33893	Q08217
P53823	P38687
P36001	P38302
Q12150	P53249
P40357	P07274
Q06336	P40308
P50874	P40034
P19524	Q02820
P32388	P47116
P0CE69	Q04471
P38823	P40074
P27636	P22138
P53929	P43545
P00331	P40030
P40340	P25560
P40080	Q12420
P36023	P06197
P38300	P38696
P18414	P43538
Q03780	Q08444
Q04585	P48562
P0CF19	P43583
P38862	Q08972
Q04216	P43558
P40050	P36090
P35169	P40556
P53745	Q12021
P53101	P40009
P52910	P39014
Q99373	P05375
P38334	P43582
P00958	Q07074
P20459	Q06137
P38797	Q07500
P38970	P35719
P43565	P10174
Q08299	Q08231
P53830	P42826
P40565	P53040
P53324	Q08926
P32338	P47024
P29496	Q06537
P53242	P07281
P40002	P39015
P36533	P11746
Q06058	P38930
Q8J0M4	P06704
P38079	P33767
Q06675	P38932
P32432	P05740
P36132	P19454
P07277	Q01519
P40472	Q92392
Q08754	P22148
P11747	P38156
Q12082	P36077
A2P2R3	Q03723
P49686	P38721
Q03790	Q12298
P53332	P40856
P07806	P43575
P38910	P02294
P53179	P53206
P38892	P32368
P07143	P38177
P40486	P39531
P46970	P35189
P50095	P53973
P10870	P42934
Q12317	P47035
Q12441	P40583
P46955	P15807
P46946	P32875
Q03236	Q04839
P06777	P53722
P12866	P22276
P25646	P19882
P40963	P38713
Q03305	P36032
P43621	P36013
P12383	P32263
P53861	Q12096
P53251	P43549
P46995	P47087
P07281	P14741
P53222	P49089
P32772	P32843
Q03435	P53389
P38893	P48565
P23833	P20433
Q3E829	P36014
Q04401	P32843
P08679	P61829
P53104	Q12672
P0CE85	Q12008
P35201	P10363
Q08496	Q08496
P48568	P25351
P38745	Q08347
P0CD91	P21825
Q12072	P38705
P38821	Q05788
Q06567	P0C2I6
P25586	P26637
Q12450	P17536
P43598	P46669
P53060	P39685
P39984	P39998
Q03466	Q12265
P0CH64	Q06245
P19158	P54784
P38345	P53889
P43572	P53885
P42935	P43122
P04397	P15454
Q12171	P47001
Q02336	Q03233
Q06568	Q08773
P31116	Q12082
P53279	P07703
Q12280	P11632
P32389	P39685
P36123	P32473
Q12134	Q04377
P38970	P41800
P39079	P53228
P40446	Q04004
P38759	Q03941
P33122	Q06696
P53720	P39518
P39549	P38747
Q08387	P43545
P40066	P32354
P53101	P54115
P48234	P53759
P40509	P53933
P32610	P53868
P25574	P53129
Q12136	P53317
Q3E7B2	P53323
Q08229	Q99332
P53866	P42835
P36015	Q03630
Q04049	Q7M4S9
P09798	P53725
P39106	P40582
P38196	Q08985
A5Z2X5	Q08270
Q99359	P23202
P53615	P36517
P38849	P33420
P38361	P04051
Q04410	P39969
P36106	P48525
Q12193	P32793
P40047	P34161
Q08622	P07272
Q3E771	P38904
P53073	Q03290
Q07872	P38700
Q99321	Q06287
P07834	Q03161
Q12289	Q3E772
P34230	P38751
Q07980	P49367
Q02046	P40459
P51601	Q12194
P38822	Q06103
Q3E7X9	P38148
P08593	P38079
P26784	P36150
Q08726	P07260
P07276	P23201
P53982	Q03208
P27801	P40154
P53044	P53296
Q04952	P40478
P21592	Q08550
P33734	Q04304
P28321	Q12012
P47052	P13574
Q3E785	P40077
P31688	P46959
P53199	P38691
P36104	P40493
Q12347	P25357
P53725	Q06107
P28627	Q04477
P53843	Q12067
P32332	Q12072
Q12066	Q99303
P40039	P32364
P28240	P0C5R9
P10664	P00330
P38695	Q08959
P53059	Q05635
Q02875	P33330
P11076	Q03957
P32857	Q05874
Q06628	Q07950
P06115	Q99299
P25345	Q06551
P16892	Q3E758
P53843	P15703
P47052	Q12085
P40987	P45978
P33419	Q06541
P24276	Q03338
Q04601	Q05779
P53955	P32843
P53849	P36157
P38306	Q2V2P0
P32353	P38957
P23748	Q07887
P32794	Q04264
P18961	P33310
P51534	P33760
Q12429	P38169
P53940	P25039
P19882	P53299
P32588	Q12446
Q06089	P11747
P53309	P25370
P39935	P53303
P89105	Q06162
P39724	Q06109
P22224	P39707
P23287	Q3E7Z9
P36035	P47115
Q01163	P40002
Q04199	Q12116
P23248	P53118
P32898	P32939
P21957	P53819
Q04969	Q8J0M4
P25376	P40991
P15731	P34077
P36125	Q03559
P25298	Q03778
Q03937	P39719
P06169	P38745
P15646	Q12277
P25659	Q12109
P14120	Q3E7B2
P50101	Q02598
P22517	P21826
P25294	Q04712
Q12188	Q07362
Q03559	Q05040
P40038	Q12486
P40508	Q05776
P0CY13	P32639
Q3E776	P46944
P10592	Q12505
Q05863	P33306
P38893	Q08023
P32897	P46683
P14741	Q07688
P47138	Q06702
P39729	Q12216
P38751	P54857
P38991	P19736
P25373	P00924
P25502	Q12385
Q99303	Q99271
P47087	P14066
Q02521	P40538
P48361	P06169
Q12104	Q07825
P22224	P20604
Q02732	Q05789
P32828	P40359
P48415	P08964
Q07074	P40167
P43607	Q3E732
P38812	P32657
Q04215	Q08910
P38302	P28274
P53969	P43608
Q07651	Q08270
Q04179	Q04430
P36126	Q03722
P53110	Q02795
Q01574	Q06706
P53165	Q02786
P53047	P42834
P07170	P53222
Q02732	P30777
Q07821	P19955
P40455	P39981
P32898	Q99278
Q12246	P32598
P47155	P53685
Q02896	P19955
P40008	P04806
Q08963	Q02796
P40318	P22007
P53930	P16547
P32565	P38972
Q99257	P11154
P53628	P53251
Q12001	P47123
P53975	Q04893
P32528	P53427
P35172	P36161
Q08826	Q08438
P40312	Q12253
P26785	Q03429
P40219	P21269
P53142	P35176
P54790	P33894
P50278	Q05610
P48238	P34761
P15179	P0C2H9
Q04601	P53753
P53165	Q04033
P38321	Q12491
Q12124	P40581
P53869	P38738
P25038	P38815
P03874	P53838
P50101	P36014
P32562	Q12163
P35201	P32795
Q07732	P07560
P53753	P53009
Q04399	Q04712
Q02204	P40041
P40008	Q06508
P14772	P39702
P53185	Q12172
Q12106	P38341
Q03784	P35195
Q08646	P11325
Q03823	Q03525
P38262	P32357
Q06834	Q12508
P09007	P53835
Q08223	P17536
Q04233	Q12306
O13529	P53274
Q03655	P40470
Q12317	P53173
P43321	P47145
Q12079	P38813
P49686	Q07798
Q12160	P37297
P48525	P30624
P21734	Q06593
P43535	Q08993
P21243	P38288
P41056	P22149
Q00578	P38139
P38356	P38691
Q04493	P32603
Q99288	P40552
P25619	P53109
P39531	Q06815
P00359	P0CT04
Q12116	Q08234
P53309	Q05900
Q06510	P47093
Q12128	P38216
Q12194	P40169
P33315	P54785
P41543	P39731
P38934	P36139
Q12346	P39988
P20053	P18414
Q12224	P47022
P40541	Q07930
P38801	Q12141
P39533	P39524
P31109	P18899
P49167	P25369
P39938	Q03212
Q04195	P15303
Q06525	P17629
P47035	Q02892
P53145	P36057
P43612	Q92392
Q08448	Q06541
P11325	P35179
P49167	P32288
Q05787	Q6Q5K6
P14742	P36015
P32447	Q3E767
Q04623	P40447
P06169	P39724
Q12024	P38169
P32598	P38219
P40574	P05743
Q96VH5	P53150
P38878	Q02775
Q01976	P03879
P46655	P00045
P46367	P46992
Q03654	Q06991
P04051	Q6Q560
P53730	P38147
P32769	P03876
P03875	Q08457
P40958	P49687
P53238	P53344
O13556	Q04372
P31334	P35997
P47040	Q12334
Q04675	P43567
Q03048	P47155
P25655	P53750
P39974	P34160
P47107	P32467
P62651	P38758
Q08409	Q12407
P09734	Q99181
Q12305	P53907
Q02932	P29704
P38332	Q08693
P04786	P40100
Q08004	P33302
P80210	P29496
P39946	P47140
P53130	P00045
Q05016	P38284
P53598	Q07988
Q04958	P53316
P46990	P53833
P36014	P32772
P33330	P40036
P41911	P53551
P80967	P47009
P53316	Q12303
P07149	P42942
P40341	P14693
Q12182	P17883
P38788	Q04396
P42836	P53057
Q12469	P53009
P25515	Q07534
P46958	P25588
Q3E841	P46958
P38742	P32642
Q99369	P26188
P53824	P53741
Q3E758	Q12078
P38318	Q04049
P05453	Q06685
P0CE00	P11710
P21374	P34162
P40040	P34246
P52593	P46675
Q12488	P39937
Q12055	P53168
P25384	P27810
P42841	Q04489
P22936	P53980
P49626	P53917
P47024	P32445
P25555	Q00776
P38959	Q03254
Q06568	P40156
P52892	Q05979
P00817	P38086
P33310	P39940
Q02753	Q12088
P38849	P25596
Q08579	P20435
P39109	P54885
P32626	P38224
Q99393	P00358
P06208	P06634
P25454	P40557
P32874	Q3E791
Q04031	P47058
P42840	Q08465
P32908	P34221
Q92331	P50078
P04786	P48582
P32179	P38326
Q12315	Q06058
P43122	Q3E825
Q07747	P53333
P36135	Q08560
P53739	P36151
P32657	P06104
Q00245	P38986
Q12340	Q04182
P40085	P40561
Q06524	P42833
P40152	P38338
Q08245	P53239
P11792	P25345
Q06494	Q12220
P53952	P40325
Q06512	P38070
Q03824	Q04930
P25345	P25617
P40561	P60010
P0CE00	P53598
P32564	Q02892
P22768	Q12234
Q04924	Q07825
P39956	Q02825
P34239	P36142
P21269	Q03718
P32190	P36040
P41800	P34072
P25651	P03069
P46956	P24814
P22203	P38124
P42222	P38722
P34241	P38993
P25555	Q12086
P31377	Q03868
P40344	P39105
P32899	Q08760
P02829	P14736
P08019	Q07716
Q06116	P38892
P40463	P23561
Q10740	P53032
Q12168	Q12523
Q12100	P38250
P38253	Q02969
P38281	P39943
P36155	P38688
P52490	P06773
P27825	P30620
P32837	P07251
Q08972	P52489
P39937	P40475
P14064	P38628
P04386	Q03787
P32830	P08638
P17649	P13181
P53874	P36154
P46672	P34219
P46957	P47161
Q06440	Q12166
P39551	P32458
P40010	Q12242
P19956	P17121
Q07988	Q07418
P47034	P36019
P42838	P36421
P20052	Q12027
Q04336	D6W196
P49334	P47015
P39956	Q07915
P38163	Q12046
Q3E7Y9	Q04437
P40568	P53224
P38829	Q04935
P02406	P40090
P40994	P54854
P38750	P53924
P53120	P47128
P38227	P53281
P40458	P35201
Q03370	Q04814
P47041	P38328
P38886	P20050
P47140	P40022
P25373	Q08925
Q12333	P12683
P28005	P47019
P40858	P32604
P38770	P38821
P39013	P19807
P47039	Q02554
Q04602	P15565
P19736	P43599
P25579	Q03612
P53101	P10962
P40546	Q12454
Q08438	P87275
Q3E791	P36032
P0CI67	Q04087
P32266	P52870
Q08176	P53091
P31386	Q12205
P40578	Q02336
P40056	P34231
P40456	Q07949
P47086	P38839
P15496	P36118
P40015	Q06708
P47005	P32343
P46676	P09547
P32339	P32344
P39968	P33753
Q3E758	Q3E705
P47008	Q3E7Y6
P38871	P14737
P53078	P38260
P39953	P38282
P32364	P32656
Q08231	Q12366
P22202	P53727
P18496	Q04083
P39081	P08465
Q07804	P18410
P53969	P25566
Q04049	P48568
P38235	Q04751
P43563	P07991
Q03983	P39718
P39742	P29295
Q05031	P22855
P36112	Q04359
P53738	P34730
P39014	Q05497
P40156	Q02725
P53244	Q8TGU7
P38822	P38991
O13587	Q01560
P47143	Q05779
P36172	P48566
P53752	P38315
P10127	Q03497
P53631	P25298
O13511	P46680
Q05473	Q02950
P15303	Q06493
P53289	P20484
Q3E7Y5	Q12160
Q06504	P36532
P38791	Q04149
P17157	P53438
P49334	Q03201
P47145	P06197
P38344	Q08689
Q08908	Q08322
P41809	P23615
P19659	P00958
P0CE00	Q07878
P32863	P20052
P21524	P38710
P50088	Q03071
Q12150	P17423
P38288	Q04835
P46983	Q12748
Q12412	P42937
Q02774	Q12515
Q12109	P53906
P14908	Q02203
P36010	Q03785
P41912	P36146
Q01217	P40025
P25649	Q12276
Q02888	P39744
P39724	P41814
P47113	P38285
Q01684	P36152
P46655	P41056
P53892	Q08732
P33331	Q04902
P22216	P14907
P54861	P40498
P09950	Q08651
Q12108	P38129
P48837	P38305
P40560	Q3E772
P10507	P38316
P28263	Q08054
Q03823	P47002
P25808	P53122
Q08490	Q08693
Q12450	P43561
P07277	O75012
P0C2I8	Q03081
P38065	P38277
Q08109	P38142
Q03231	P48415
P25555	P22855
Q12351	Q05506
P38439	Q12286
P06783	Q06144
P54837	P33895
Q08054	Q02516
Q05672	P17076
O13329	P32448
Q8TGN3	P42948
Q08220	Q12144
P40030	Q12112
Q06236	Q08977
P33890	Q12093
P22134	P36102
P23796	Q04412
P46998	Q7M4S9
P40008	P40156
P07807	Q05933
P38822	P38887
P40544	P38426
Q04935	P40519
P52923	P22108
Q12230	P32319
P47141	P40165
P16862	P32907
Q07500	Q03833
Q08975	Q12184
P53078	P47146
P38738	Q07938
Q04093	P41800
P03069	Q06836
P47014	P38910
P17505	P38731
P08678	P25379
P21190	P54074
P34227	P33754
P85052	P47168
Q04728	P52593
P38620	P32833
P40479	P37302
Q04170	P36517
Q12046	P09937
P10591	P38625
P53918	P14064
P40456	P32318
Q03516	Q03735
Q02883	P21705
P39113	P36062
Q12329	P03876
P36160	Q12244
Q92392	P38080
P40302	P25580
Q04792	P26321
Q12697	P53327
Q12082	Q01896
P38329	P53281
P39979	Q3E735
Q00955	P38129
P43637	Q99207
P48353	P00401
P06778	Q04052
P38630	P47163
Q08702	P17890
Q12267	Q3E7Y5
P43618	Q12512
Q03497	P38911
Q08214	P21827
Q12186	P21595
P38902	P22211
P39932	P38067
P38913	Q12318
P05750	P40159
Q99189	P11938
P19454	Q2V2P3
P29547	P48238
Q08231	P50896
Q02785	P00498
Q07844	P40496
Q02521	Q12329
Q04359	P53886
P00498	P53633
P54730	P42933
Q06287	Q12507
Q04406	Q08972
Q12084	Q06683
P36018	Q12121
P53141	P36013
P47026	P40007
Q03787	P40012
P53036	Q12006
P38347	P12687
P13517	Q12447
P38694	P20967
P14907	P13574
P53285	P38181
P36114	P38234
P40528	P39962
P54199	P38230
Q03772	P03881
Q04087	P35193
Q07540	P47025
Q99395	P47068
P39729	Q06608
P22134	P07866
Q96VH4	P53010
Q01926	Q12432
P32799	Q12100
P47044	P27929
P38709	P32419
P06783	P23493
P32381	P40099
P47180	P36013
Q07896	Q03330
P53757	P47022
P53852	P38274
Q12452	P38840
P53124	P40204
P38331	P33335
P53749	Q08561
P52491	Q07451
P53632	Q04212
Q03722	Q06011
P07256	Q03220
P39721	P53257
Q07878	P32590
P40026	Q04598
Q03954	Q3E7Y6
P53088	P32797
Q01939	P53163
P42845	P23642
Q04814	P53285
Q06160	Q05854
P32432	P53851
Q06200	P38262
P32633	P38202
Q03246	P40327
P38769	Q02199
P0CE41	P07261
P00572	P41733
Q04471	P38206
P47056	P40070
Q03768	Q12403
Q03441	P32480
P39984	P25369
Q12146	P53043
P40992	Q04746
P53905	P11325
P40083	P41814
P08018	P19541
P39956	Q07560
P25611	P50111
P00127	P32843
P32892	P32657
P53719	P38207
P35194	P53046
Q12447	P33333
Q12494	Q04002
P09959	P46996
Q12033	Q04924
P32579	P34223
P48240	P38969
Q12321	P32643
Q03772	Q07376
P39076	P38304
Q07471	P0C5R9
Q06665	P28241
O60200	P38302
P32329	P53927
P57744	P33892
P06367	Q12383
Q03778	P19735
P20084	Q03655
Q12080	Q12382
P07806	Q12441
Q02732	Q03305
P0CX09	P38239
P36066	Q12358
P32906	Q3E7A7
Q05166	P53916
P57744	P53298
P38720	P02406
P47042	P11978
P47050	Q3E7B0
Q02721	P14064
P54070	Q08187
P30777	P38851
P19736	P08539
P53746	Q02931
P25351	P53901
Q04500	Q12178
P53752	P38817
P39994	P36135
P08524	Q04396
Q08347	Q05015
P32842	Q12099
P18496	Q04491
Q03778	Q12165
P38152	Q08032
P18414	P40992
P36534	Q05947
Q05900	P31378
P38765	P00958
P38863	P41697
P22803	P40513
Q04083	P22141
Q08176	Q04231
Q06596	Q10740
O13547	P54964
P53718	P21965
P08518	P36157
P54070	Q08448
P38970	Q05958
P53204	P53584
P36090	Q12452
Q03856	P39563
Q04119	P38195
Q08685	Q12339
P35180	Q99222
Q12224	Q04487
P53236	P08524
P27929	P25627
P17649	P22134
P40087	Q06144
P38349	Q12490
P0CE41	P28795
P10662	Q12326
Q12378	P38785
P41940	P46655
P40351	P40069
P40571	P53275
P00856	Q08930
P53051	Q02100
P53890	P09734
P46955	P53011
P04840	P38852
P38182	P38886
P38724	P50861
Q04119	Q08673
Q02831	Q08975
P40041	Q07528
Q06011	Q12032
P35192	P38701
P43569	Q02630
P28319	P53898
P46674	P40956
P53081	P46951
Q3E7Z4	P42836
P38929	P36060
Q08956	P47135
Q08906	P25040
P40214	Q08496
P40309	P27809
P27466	P40327
Q06836	P36147
P25374	Q2V2P3
P14291	Q12340
P32288	P21734
P38182	D6VPM8
P32579	Q08278
P15202	P38249
P38306	P38279
P36007	P34110
P38172	Q05942
P48015	P38426
P53910	P17883
Q02796	Q04868
P32378	P18888
P47049	P08432
P53868	P38182
P38064	P40550
P32497	Q05948
Q12414	Q12483
Q12439	Q12167
P40363	P39967
P48567	Q03768
Q04600	Q12028
P34761	P19882
Q05636	Q08550
P04819	Q07657
P53583	P36080
Q03083	Q07688
Q04767	Q12090
O13297	P53040
P38900	P38727
P14020	P53131
P07283	Q12424
P47155	P51534
Q06525	P36080
Q05933	P22803
P25560	Q03233
P53953	P47085
P09032	P36115
Q01855	Q9ZZX1
P47135	P40078
P36150	P12709
Q06001	P36059
Q07786	Q06549
O13563	P40060
Q12043	P36519
Q01448	P27999
P47172	P23254
P22219	P15496
P40077	Q06466
Q3E809	Q12109
P32618	Q99394
P25356	P40455
Q04806	P32844
Q03289	P50946
P21801	Q02887
P38302	P36973
P43561	Q02863
P38785	P27636
P53234	Q04847
P53622	Q08492
P00410	P38321
P40088	P39932
Q04409	Q05775
P18759	P21951
Q3E743	Q08412
P47149	P36005
P38915	Q3E826
P19736	Q05635
P38283	P38238
P27697	P47096
Q05359	P09798
P05316	P05375
P38737	Q03691
Q12284	P20457
P53058	Q05809
P52490	P38213
P36019	P36054
P47164	P40218
P53074	P31386
P31386	Q07844
P47034	P03874
Q02775	P16658
P32609	Q12253
P40348	P19262
P33895	P38281
P18480	Q02866
P25605	Q04359
P40024	P43639
P32352	D6VPM8
Q04651	P36018
P39013	P53846
P38439	P23644
P53100	Q04053
P38143	P0C0X0
Q12043	Q12184
Q03776	P41903
P34111	Q99325
P38994	Q08182
P32465	P32492
P33314	Q05031
Q08977	P25587
P43593	Q03231
P28496	P32916
Q02896	P89886
P38835	P35845
P36156	P21965
P16664	Q04491
P47018	Q03612
P04911	P17629
P38760	Q03921
P53982	P42946
P25847	P41696
Q07738	P32591
P25355	P39928
P40314	P43604
Q12293	P40988
Q99314	P32563
Q12472	Q02199
P42943	P47131
P36154	Q04603
P38312	P53093
Q07878	Q6WNK7
Q12440	P18494
P13188	Q03649
P51979	P32603
P47098	P04802
Q05043	P32622
Q12298	P38771
P53890	Q03466
Q3E841	P33332
P40460	P32473
P38254	P25341
P38339	P43554
P38870	O74302
P32833	Q12350
Q08622	P40492
P08521	P15700
Q06152	P10355
P10849	P07253
P47035	P28708
Q03050	Q02785
P17629	Q12518
P13185	P30624
P25630	P40028
Q06148	P25389
Q07629	P04456
P05319	O13556
P53197	P54114
Q12038	P36143
P38795	Q06201
P40958	Q06218
P40985	P38811
P40015	P10662
P53600	P39002
P40017	P30283
Q04952	Q04214
P53135	P38880
P89886	P40580
Q12310	P39678
Q04746	P40219
P53915	P38690
P32389	P53748
P32892	Q08924
P25574	P27809
P53047	Q12083
Q07914	P40472
O13539	Q03099
P32559	Q3E785
Q06523	P32504
Q08742	Q07904
Q12176	P32591
P38912	P20052
Q03654	P37297
P04397	P40050
Q12067	P33297
P46962	P53851
Q3E7X8	Q06485
P39003	Q08232
P47177	P40059
P53101	P38700
Q02908	Q03559
P43565	P38795
Q03790	P49166
Q04062	P40567
Q12368	P29469
P21826	P33754
P47161	P40577
P32591	P40073
P36138	P89886
Q06525	P27654
Q03705	P38306
P36146	P37302
P43549	P39702
P40576	P39006
P35996	Q04711
P35202	P38740
Q01476	P53848
P07251	P08425
P39723	Q3E7Y9
P07285	Q08650
Q06245	P23059
Q12333	P40363
Q04215	Q04749
P39976	P43582
Q00362	P40962
P41546	P03877
Q04925	P40098
Q99271	P0C0W1
P38079	P39718
P40522	P08456
P32644	P53907
P38177	P21147
P31385	Q99257
P81451	P10964
P32350	P06101
P38921	P53064
Q03175	P15365
P38634	P53835
Q03880	P32329
P04173	P40567
Q12502	P33401
P07277	Q02260
P43571	P39001
P28000	P36007
P53117	P32784
Q03049	O13547
Q05998	Q03104
P07283	Q02724
Q02820	O13529
Q04603	Q3E732
Q08743	Q12395
P05755	P19145
P26798	P38174
P33314	Q07505
P40167	P19735
P30822	P32330
P53170	P40561
P60010	P38773
P35189	P00359
Q03180	P23287
P53065	P53830
Q03825	Q04344
P18238	Q05787
P35718	Q12232
P32464	P53851
Q03306	P32804
Q06522	Q07938
P40094	P38932
P31755	Q04048
Q08581	P38250
P41696	P47022
P23201	Q06636
P36147	Q06104
P53088	Q05871
Q06263	Q05863
P19735	P53073
Q12284	Q07534
Q08300	P00424
D6VPM8	Q99393
P47119	P15274
P00817	P38745
Q12433	O13535
P25619	Q03723
P25573	Q08692
P33330	P39954
Q04373	P53145
P40573	P32832
P30775	Q04018
P41695	Q03012
Q3E825	Q00916
P0CF17	P38839
Q12380	P25441
P53397	P53722
P40496	P53835
Q03446	P40506
P38888	Q06524
Q3E817	Q07980
P53119	P18899
P39938	P54785
Q01684	P33331
Q04053	P40992
Q02642	Q06676
P36125	Q12230
Q12040	P53129
P32860	P38143
P32263	Q03124
P25441	Q02775
Q08229	P04786
Q02863	P01094
P33399	Q06090
P39970	P25383
P07277	P47169
P39012	P05755
P32491	Q08931
Q12524	P07143
P47157	P10614
Q12223	P53617
P32477	P40188
P38129	P38631
P53100	Q05946
Q04183	P39953
P47145	P48439
P33322	P40463
Q06116	P08679
Q04814	Q06595
P43132	P52490
P53615	Q12196
P06102	P25568
P36086	P42846
Q04371	P47179
P40356	P09547
P40500	P39520
Q04839	Q03151
P53101	P38224
Q2V2P1	P34225
P53916	P43618
Q03649	P49686
Q8TGU1	P38237
P38881	Q06991
P46962	P40543
P39551	P53904
