Q8TAI7	Q9HC62
P30086	P49711
Q15776	P49759
P51946	Q5T0L3
Q92736	Q96G97
Q9UPN9	Q9UHY1
P10809	P78560
Q9UJY5	P28289
Q9UI36	Q68G74
P61086	O60664
Q8N668	Q9Y5V3
Q9UBW5	Q5BN46
O95967	O43924
O96018	Q13042
Q9BVA0	Q9HCG8
P15408	Q9UNN5
O95218	Q96BW1
Q9Y566	O43823
Q16548	P57771
Q3KNV8	Q96Q07
P37275	P61968
Q9ULZ3	Q96L08
Q99598	Q9BUJ2
Q92558	P04626
Q96C24	Q8N1F7
Q96G74	Q15021
Q96JE7	Q96L73
Q9UGI0	Q9UQ35
Q9Y618	Q14684
Q04837	Q96AT1
Q92804	Q14247
P49281	P00750
P29083	P78537
Q99459	Q8N140
Q9UGL1	Q9H2A7
O43557	Q9H0B6
Q8WW32	Q05397
Q6ZT12	Q96BZ8
Q8N2I9	Q9BVJ7
O94829	Q9GZZ9
Q8IYU8	Q8TD10
P51636	P42574
P36955	P11309
Q9BW85	O00571
Q8NFZ5	P00540
Q99538	Q14994
O95479	Q14681
Q8WWY6	Q8N3R9
Q92552	O15198
Q14209	Q13061
Q53S33	O43427
Q3KNS6	O95429
P21580	P35247
Q96HQ2	P34741
P41217	Q15386
P55061	P49910
Q12796	Q8WWQ0
O15439	P05023
Q9NYA1	Q92643
P07197	P17947
Q9Y253	Q96PE2
O43143	P54132
Q5ST30	Q5JS54
O96013	P05787
Q8IWZ6	Q9UQF2
Q86T82	Q9H2P0
Q14088	Q96EB6
Q96ME7	Q15742
Q96T60	Q8WWM7
Q96BN8	P05177
P25098	Q8WVK2
Q15629	Q9P2J8
Q6GQQ9	Q12959
P50747	Q9BX66
P36404	Q9BT92
Q05639	O15379
Q9Y2L1	P78318
Q9NR77	Q7L1W4
Q96QC0	O95208
Q9Y5M8	Q9NQC7
P51148	P17987
Q9UIW2	Q92870
Q9NVF7	Q9NP81
Q8IYI0	P51858
Q9UBB5	O60516
Q13867	Q12906
P61964	Q02410
Q8N8K9	Q8WYN0
Q5T7P8	Q6NZ36
Q96F44	Q16181
Q5T7W7	Q6ZSB9
Q8N766	O95271
Q9BXP5	Q8N448
Q9UL03	Q86WV1
Q8N6S4	Q9NVD7
Q8TCT9	Q7Z4G1
Q9BT43	Q9ULD4
Q96EE3	Q9Y572
Q9UQC2	O75832
P30305	P51681
O60331	Q99961
Q13887	Q8TEW0
Q92734	Q9NX24
P06733	O95835
Q8IUW3	Q01081
Q13191	P21506
Q9UKA4	Q9UIL1
Q9UHA4	Q9H0F6
Q9H5I1	O95405
O60306	Q8WYA1
O14965	Q9BXL7
P68400	Q96A56
O75449	Q49AR2
Q14693	Q9UHB9
Q8ND25	Q9Y496
O14977	Q96KC8
O43739	Q6P597
P49840	Q13133
Q04837	Q15906
Q09472	Q15628
Q92622	Q96CU9
Q8WYA0	O14746
O95782	P14416
O95352	Q4VC05
O60296	O43542
Q8N8B7	Q96PU8
Q13438	P05019
Q9NPH3	Q9BVI0
Q96KP6	P61289
Q9BQI6	P40937
Q5T5P2	Q8N1L9
Q9H967	Q13895
P56180	Q8NHY2
Q9H6Q3	P03905
Q9BSG1	Q9BXK1
O60568	Q9BYZ6
P49910	Q9UKV3
O60674	Q96DI7
P49643	Q9BTA9
Q15084	Q9H019
Q92611	P35579
Q86X45	Q12851
Q7L2Z9	Q8NI08
O60285	P23246
O95180	Q71F23
Q9C005	Q9NWN3
P38919	Q8WUM0
P35398	Q15569
Q6ICG8	Q9BWG6
Q5TAB7	Q5EBL8
P20700	P28370
P58753	Q8IX12
O94829	Q13061
P16885	P22460
Q9H3K2	Q7Z7B0
Q14192	P17275
Q6NZI2	Q8IYX7
P07307	Q9GZM5
A0AV96	Q9UFB7
P51812	Q9ULD4
Q68CZ1	Q9Y5K8
Q8N2Z9	Q8N163
Q8IZQ1	P49721
Q9Y3E7	Q9UL54
Q969Q5	Q06432
Q9NR50	Q7Z465
O75380	P46783
P23497	Q96CW6
Q9NWQ8	Q8NBM4
Q86X02	P35269
Q6QNY0	P63215
Q12846	Q9Y383
Q13895	Q8IWP9
Q96DH6	Q10471
Q8IWI9	Q9P209
O14558	Q99575
P21854	Q9H2S9
Q92551	P42696
Q8WV24	Q96JH7
Q5W0V3	Q8N680
P48681	O43670
O95071	P10451
P62979	Q15080
Q9BUG6	Q96NL6
P20929	Q5T447
Q8WXA9	Q8IVV7
Q53EP0	Q9Y2H0
Q5VZM2	O60763
Q6PID8	Q13033
Q12789	Q12802
Q9UGI0	Q9GZQ4
Q96D03	Q86YM7
Q92888	Q86VZ6
Q8N4C7	Q96L73
P49247	P54278
Q9UJY5	Q9Y222
Q6UWL6	O75971
Q9UJC3	Q9UJW9
Q9BXW6	Q9UQ84
O60927	O95721
Q12846	Q15256
Q9UQ84	Q9P215
Q99583	O76081
Q8IUC6	Q9Y255
Q68CP9	O94955
P49760	O00213
P43155	P09234
Q9UMW8	O75604
Q9Y295	O75865
O15514	Q9ULM3
Q15904	Q5VVQ6
Q969J2	Q13535
P13385	P50747
Q8IX01	P23771
Q9NVR2	P19086
Q66GS9	Q8IVS8
Q8TD46	Q96FX2
A0AVI4	Q99618
Q68D85	P53801
Q9Y5Q8	P62253
Q9H6J7	Q9UPY8
Q99952	P22460
Q5VTR2	P16615
Q9C0E8	Q86WA8
O94964	Q96BA8
Q9BXB4	Q02930
P67809	P22466
Q86UN6	P57086
Q9Y3A3	P25705
O75446	Q9BQ48
Q96C28	O43504
P50995	Q13562
Q12791	Q9H8K7
Q68CZ6	Q8N302
Q9Y2D1	P60321
Q01105	O15533
P01374	Q99828
Q8N0X7	Q8NCM8
Q9UBI6	Q5W0B1
Q9Y3B2	Q9H8T0
P60484	Q9Y6I9
Q9NQT5	P09525
Q5T7P8	Q96EE3
O15121	Q9BQ90
P09884	Q96K30
Q9UDY8	Q9HCS7
Q9UDV6	Q96BS2
P35398	P05546
O43292	P42680
Q96EY8	Q96GS4
P15559	Q6PD62
Q9UHA4	Q99961
Q9Y2J0	Q9Y618
Q9P1Q0	Q96D09
Q86Y07	Q96RG2
Q70EL4	P24522
A1L4H1	Q9BRD0
Q06587	P50991
O60481	Q9Y371
O75419	P20292
O43765	P57740
Q9NQZ3	Q9UHR4
Q9Y6N7	Q92567
Q13425	P51681
O15260	Q8NEU8
Q96P48	Q15527
Q07955	Q15363
P05181	Q8WXH5
Q9H816	P51861
Q06187	O14654
Q8N1S5	Q86Y07
P55036	P07510
Q9BY12	P48995
Q96LR2	Q15633
Q9UEU0	A2RU14
P19387	P04275
Q9UI09	Q9Y5P3
P61221	Q96HL8
P61165	P49450
P20073	O76041
Q13227	P13498
Q96RY7	Q92731
Q9H6R0	Q7Z3C6
Q8N8D1	Q7RTV0
Q9HCG8	Q13332
Q9P015	Q9BPX3
P48643	Q96H20
Q9BST9	Q8WVZ9
Q9HCK5	Q9UDY8
Q9UJX2	P02766
O95926	P46777
Q9UKJ1	Q9NRW3
O00472	P14625
Q05209	P84103
Q8NFH8	O60671
P53990	Q6ICG8
P62834	P43897
Q9Y366	O14641
Q86WA8	P08887
P63241	O15344
P62314	P08047
Q9GZV9	Q9UKA8
Q9UHC1	Q86UT8
Q9UIM3	Q96ER3
Q01959	Q8TES7
P51677	O15169
Q68BL7	Q03111
Q8TAA3	Q9Y275
Q92564	Q96SQ5
Q12923	P55895
P41250	P12314
Q14204	Q6UVY6
Q06265	P50225
Q14134	Q9H8T0
Q53S33	P49792
P28324	Q9H2G2
P85037	Q9Y566
Q9UJY1	P51959
P43268	Q1KMD3
O60341	Q9Y2B0
Q9BX63	Q08J23
P68400	Q9Y6Y0
Q96DX5	Q96J01
Q9BSV6	P50995
Q9Y3D0	Q5W5X9
Q9Y6Y0	Q9Y4E5
Q9P0U4	P42695
O95352	P02671
Q9H0K1	Q9HCG7
P57735	P07237
O14641	Q9UK11
Q9UBP5	Q07955
Q9Y6B2	P05783
P38919	Q9BQ89
Q14183	P42695
Q9H0U9	Q96LK0
P02794	Q96S15
Q8NCD3	P51572
Q9NYJ8	Q13888
Q9BY11	P43115
Q9NRG4	Q9BXL6
P50591	Q86Y33
Q8IYL3	Q9UII6
O14910	Q8TDB6
A5YKK6	O43504
Q53HC0	Q9UJW3
Q7L190	O43255
Q14524	Q8TBF4
Q96B36	Q6IN85
Q9NSD9	Q9Y312
Q9H6L2	Q9NVD7
Q13277	P24534
Q7Z417	Q9NZM3
Q9NXW9	Q6WKZ4
Q8N8D1	Q9H967
P10451	Q00872
O00418	P51665
Q02363	Q9HCN6
P43115	Q96M95
P32314	Q9UKZ1
Q9NV79	O43463
Q9C005	Q8WW38
A0MZ66	P10515
Q9BYW2	Q9UBD5
P55316	Q9Y5R8
P10914	Q8IWR1
O60925	Q9UPN9
Q9GZX9	P51587
Q9UM13	O15350
Q14469	Q9H9B1
Q96GY0	Q96ME7
P24928	Q9Y3A0
Q8IWL3	P50148
P24385	Q9NP85
Q9NSA0	O95229
Q9NUI1	Q13224
Q86YJ7	Q8N1G0
Q8N371	P02545
Q8N7H5	Q2T9J0
O43313	Q96J01
Q08AM6	O60674
Q8WUB2	Q3KNV8
P11047	Q8IXM3
Q7Z5Q5	O14519
A1L4K1	P48050
P40855	P54274
Q9H2C0	P10451
Q969G3	Q9Y692
O43291	Q9P2D0
Q9BXS1	P53355
Q96RU7	Q9NQC7
Q7Z6J8	Q9BUZ4
Q9BQD3	Q96HJ9
Q15139	Q8TBC5
Q96G25	P01375
Q6QNY0	P57735
Q96RR4	Q8WXE9
Q9BYE7	Q9NUX5
O43310	Q7Z7F0
P49792	Q9BS34
Q9P0T4	Q02224
O95405	Q92797
Q13469	Q96GY3
Q9H9Y4	O60927
Q9UHD2	Q9UEU0
Q13469	Q8TDD1
O15372	Q9Y4L5
P20591	P21917
Q969L4	Q9GZR7
P01033	O15160
O60238	Q7KZ85
P21854	Q8IWZ6
Q7L5A8	Q6P2E9
Q99952	Q96EQ8
Q02548	Q9BQ89
P11387	Q5T447
Q9NR50	Q9NSE2
Q9NTK5	Q9Y5A6
Q96DC7	Q9HCM9
Q14693	Q2TBE0
P61764	Q96L92
P27824	Q7L2H7
Q9H1J1	P35670
Q9Y2W1	O43156
O60894	P13798
Q9BVA0	Q96DZ9
Q16625	P31040
O43583	Q2MKA7
P18433	P23508
Q13416	Q14005
Q9Y242	P50616
Q3SYG4	Q9GZX9
O00311	Q38SD2
Q8WTX7	Q13635
Q13098	P43320
P30304	P48357
O75410	Q15393
Q8IYX8	Q7Z7C8
Q6ZRQ5	Q6MZP7
Q12888	Q9UKK3
Q9NRL3	Q9UPQ8
P15927	P60903
Q9H2C0	P57059
Q9Y484	Q6MZT1
Q8TCT9	Q9HAU5
Q9P2S5	Q12778
Q9UN86	Q9H9E1
Q969S0	Q9NV92
Q3KP44	O94921
Q9H7D7	Q9BVG3
Q13472	Q04912
O15457	P52945
Q9P000	Q96IJ6
Q15532	Q30201
Q9H0W8	Q9H8Y8
Q8IX03	O14730
Q9GZT8	Q96NL3
Q86W11	Q8WUF5
Q9Y375	Q13882
Q9NYV6	Q86Y13
Q92692	Q9Y216
P26441	Q9GZS1
Q13888	P04150
O96013	P41238
Q99871	Q9BXI6
Q8IVM0	P50549
Q9BT49	Q9P2Y4
Q9H1K1	Q96DR7
O60547	Q15742
Q9H251	Q9HCN8
Q5H9R7	P50222
Q6EEV4	Q9NZ43
Q9Y5S2	O15535
Q9UL63	P52306
P25705	O95208
Q9UFD9	Q9BQ95
P51784	Q9Y2D8
Q96DN6	P61165
Q13951	Q3KP66
Q9Y5Y5	P05230
O60927	Q9UPV0
P20849	P09210
Q8N987	Q8TAB5
Q8NEZ2	Q96MW7
Q9NRX1	Q9NZC7
P48723	Q86Y07
Q6P656	P06213
P08684	Q9UL25
P35250	O94979
Q92731	Q504U0
Q9NR09	Q00403
Q96DA2	Q6PHW0
Q149N8	Q3V6T2
Q96FE5	P48552
Q8IXM2	Q8NI08
Q14191	Q12986
Q76N32	O00512
P78348	Q13123
Q9H7C4	Q92973
P04792	Q8N9I9
Q9BXF6	Q7Z3Z2
P10600	Q9NYV6
P48736	P34897
P09913	P54802
P07315	Q9BW83
O00187	Q13426
Q9GZS3	Q9NVD7
Q12980	Q9Y6G5
O15533	Q8IYI0
P19438	Q9NWT6
P53778	Q0VG06
Q9P275	O00472
Q9UM82	Q96DC9
Q9UL46	Q16649
P29597	Q01959
O75865	Q9BXI6
Q9P2W3	Q15428
Q6PID8	Q9NP66
Q9Y244	P49773
Q9BTE6	Q5JTV8
O60239	Q00604
Q9ULV1	Q9UPT5
Q8N715	Q03135
P52272	Q9GZZ1
Q9BST9	Q9Y450
Q9NRD1	P17301
Q9GZS3	Q8IYE0
Q5XPI4	P19429
Q9NUQ3	Q6N021
Q9P2A4	Q6ZMU5
P04792	Q68DC2
Q8WWY6	O14979
O95147	Q96EB1
O15360	Q99714
Q6PEW1	Q13099
Q8TEH3	Q6PIJ6
Q9ULK4	Q96CW6
Q99608	Q7Z419
Q14527	Q8IY92
O75800	Q6P5X5
Q99595	Q96CN5
Q92889	P60410
Q02763	O60610
Q15025	Q8WYQ5
Q9NPA8	P10074
P09936	P09913
P20226	Q93063
O60216	Q7Z3I7
P78317	Q9NSE2
Q8WU79	Q9NR96
P62877	Q16586
Q9UGJ0	Q9BRP4
O60885	Q6P158
P49023	Q9H3M7
O00198	Q9P0N9
Q6ZYL4	Q99689
O00165	P61313
Q7Z6Z7	Q9Y5B9
P60866	Q8WW38
P28289	Q13569
P34998	Q9BW66
Q9NRD5	Q03112
Q9Y252	O15217
Q9NPA0	Q8TCJ0
Q6P2C8	O75340
Q12846	Q9NV79
P48431	Q8NF64
O15519	Q9BYE7
O75409	Q8WXH0
Q8NEM2	O75529
P31323	Q13950
Q14257	P49761
A9UHW6	Q9HC29
Q96JP2	P43897
Q5MJ70	O95872
Q16695	Q8NA57
O75569	Q8NEU8
O94855	Q8N187
P53355	O95166
O95278	Q96RR1
P24385	Q8NGJ1
Q9UN79	Q15428
O43680	P55197
P18054	Q9UJW0
Q8IWX8	Q9NQZ3
Q9Y4P3	Q9BZL1
P16144	Q9UK58
Q9H9S0	O15381
Q9NQX0	P21964
Q6UB99	Q96RU8
Q99728	Q9P2N7
Q8IYE0	P49888
Q96PM5	O75143
Q00610	Q9BWX1
Q6ZP98	P00540
O43172	Q9H190
Q6SZW1	P63211
Q9BV36	Q8ND83
Q8NFU7	P63316
O75486	P85037
Q6ZT21	Q13765
Q53HC0	Q15025
O43829	Q9NRM2
Q86UE8	P61221
O00213	Q9Y3R0
Q9H0N5	Q96CS2
Q92989	P32942
Q13950	Q504U0
Q15532	Q00987
P29375	Q9BUQ8
Q9HCK0	Q9GZV5
Q13164	Q8IXW5
Q96C24	P42261
Q13794	Q9P2X0
P30405	Q06418
Q9BV81	P06276
Q96G75	Q12873
P50502	Q8WYA6
Q96D15	Q9Y2E5
Q8IUR0	Q99661
P48995	Q9Y547
Q9BX63	P06850
O43829	Q8WTP8
O75128	Q9Y473
O43683	Q9ULJ7
P08962	Q15633
Q9BYG5	P11047
O14578	Q07011
Q9UHA2	Q9BRI3
Q9BSH5	Q96G25
Q92636	Q02930
P51970	O76075
Q92878	Q6UWZ7
Q9BUQ8	P52757
Q04837	Q8WWG1
Q7Z6E9	Q6ZWJ1
Q8IYF3	Q8WUF5
O43670	O75116
Q9BY11	Q58WW2
Q14657	Q9BPX1
Q9UMZ2	Q8TES7
Q9UBU9	Q5VZM2
Q8N9M5	Q8WUN7
Q6PD62	Q9C0C9
O15259	Q86YR5
Q07912	O14662
P57077	Q99700
Q9BQY4	Q8NEZ5
O43760	Q8N1F7
Q6Q0C0	Q92805
Q14145	Q7RTV0
P24752	O95613
Q9H0H5	P50897
P08579	Q9UBS5
Q96FH0	P10515
Q06330	Q7Z6B7
P50613	Q9H4I3
P35523	Q9NVP1
Q13323	Q13277
Q9BT67	Q9BUN8
Q8N201	O15217
Q8WUM0	Q96BH3
Q00610	O95487
P43115	P42785
O95639	Q86SE9
Q92837	P52333
P55036	Q2NKX8
Q9H6T3	Q92736
Q13873	Q9BVC3
O43741	Q9NQ48
P62424	Q9Y6H1
Q9H446	O60925
Q9GZN8	P10244
Q86SZ2	Q13042
Q14315	P13671
Q96PY6	Q8N5D0
Q13765	Q9P2J5
Q9NRF2	Q9H4D5
P03915	Q9Y2T2
Q9UHP6	P25105
Q7Z5L9	Q16082
Q5HYK3	P11831
Q9NSP4	Q7RTV0
Q9HCK8	Q04864
O75190	O60662
P61587	Q9Y6H5
Q6PL18	P50748
P51168	O75603
Q96EL2	P23443
O75414	Q6IA69
Q53EP0	P25490
Q99708	P22736
Q9UKA8	Q9Y6E7
Q8N680	Q6P1L5
Q9H1J1	P31323
Q9UDY2	Q9BQP7
Q9Y5Z4	Q13613
Q99661	Q12791
Q9Y253	P32942
Q09161	Q6P499
Q38SD2	Q9UKW4
P61289	Q9BW66
Q9BYD3	O00746
Q9H467	Q13064
Q13404	Q6PIV2
P14784	P49639
Q99714	Q9ULM3
Q9NQ55	O43681
P43363	Q9UL42
O15389	Q969G2
O14782	Q05586
Q6P0N0	Q9UK99
P28908	Q96Q27
Q9NQX3	Q9Y2V7
Q96A35	P42575
P43119	Q16186
Q92901	P27037
P31751	Q9Y2F5
Q9UL42	Q9H2S9
Q14684	Q9Y5P4
Q9HB21	Q9NRY6
Q9BRK5	Q96FN4
P50616	Q96LT7
O14933	Q9BQG2
Q8TAT6	Q14008
P0C7T5	O75306
P63215	Q92828
Q13232	Q6IBW4
Q9BYW2	Q92888
Q14683	Q9NP66
P45379	Q99683
Q8N8D1	P50402
Q99801	Q9UF11
Q9GZN1	P25054
Q92636	Q70Z53
Q7L590	Q13571
O15318	P42684
Q96N95	Q9NPP4
P09038	Q9BQA5
P53539	Q8IXW5
Q9Y608	Q96AG3
Q9NPC3	Q86Y26
Q8ND30	O43676
P23258	Q9Y2H0
O15162	O75410
Q15047	Q16625
Q5JRA6	Q9Y2W1
P05090	Q9Y375
Q9Y6J0	Q969J2
Q9UBQ5	P0C1Z6
Q8IWP9	Q9P015
Q9NUJ1	Q13190
Q9NYN1	Q9Y468
O15061	A4D1S0
O95238	O94886
O95279	P06276
Q96IP4	Q6ZVD8
Q9Y572	P41236
Q96T60	Q9BWX1
Q03252	Q9UI14
Q68CP9	Q5JRA6
P85298	Q6P5Z2
P10912	A1L4H1
Q15382	Q9BYD3
Q9Y266	Q15506
Q15777	Q96HA7
Q9Y6A4	Q9UMR5
P20073	Q96RU8
Q13976	Q9UNF1
Q96AQ6	P51610
O95251	P29692
O14686	Q96DZ1
Q9BWH6	Q9Y5Q8
Q9Y248	Q96PU4
Q9UHI7	O43633
Q15678	Q7KZ85
P29353	P60006
Q96LD8	Q9P0I2
P21283	Q9NWX5
P07996	Q8WVJ2
Q7Z465	Q9Y2K2
Q8WVV9	Q8WXF8
Q9Y3B7	P37235
Q9NWQ4	P50616
P21757	Q9Y6Y9
Q8NFZ5	Q9UI95
Q6IN85	Q9Y2Z0
Q9H093	Q99575
Q9BX40	Q00987
Q92949	Q9GZS1
Q96NC0	Q92841
Q13309	Q8N1F8
O00541	Q9BSL1
Q9Y4P1	Q5H9L4
O95971	Q15629
O94818	Q8N8S7
O75344	Q9UBX3
P49643	A2RU67
Q9UIQ6	O60502
Q8TD17	Q9Y316
Q9HA47	Q07912
P48556	P42857
O15357	O95990
Q13887	Q6S5L8
Q9NZ52	P20809
Q9Y2L1	O75592
O15357	Q9Y483
Q9H079	P09874
O75953	Q5JSH3
Q6ZWJ1	Q12980
Q8IXB1	P18074
P20809	P13010
Q96DE5	Q5T655
Q5T7W7	P42702
P17980	P51787
Q9HCE1	Q96KN7
A6ZKI3	P30039
Q86WT6	Q14397
Q8IYF3	Q9UBF1
P15259	Q15542
Q8TCT8	Q9Y6M9
P21452	O43924
O15156	O15516
P61024	O43427
Q9BQB6	P35222
O94952	Q96BA8
O43768	Q9NZQ3
Q9H3P2	O75828
P32927	O95299
Q9UPS6	Q3B726
Q8IY63	Q96HE7
P10321	Q7Z3K3
O00329	Q9UI95
Q5BN46	P78504
Q9BVL2	P62913
Q9Y4C1	Q9NR30
P42345	Q9Y2J4
O95343	Q9NNW7
Q53GL0	Q6DD88
Q8WXF1	Q92994
P42261	O43313
P18146	Q9H9A5
Q9Y6K9	Q9NS64
Q6A162	P57077
Q12905	Q9NNX1
Q99062	Q9UPY3
Q9H7D0	Q12913
Q9Y548	Q96RJ6
Q2M2I8	Q8IXM3
Q5JWF2	P46060
Q92820	Q12796
Q86SQ0	O14776
Q8IWI9	O15230
Q7Z3B3	P55060
P0DPB3	P31689
Q02539	Q8WUH2
P21452	O15042
A1L443	Q5T655
Q9UBU8	P04424
Q96KP1	O43318
Q8NFH8	Q9UIM3
Q9NZC7	Q12815
O75145	O75689
P52744	Q96TA1
Q8WUJ0	Q9Y376
Q9UHR6	Q9ULJ8
Q7L3B6	O60293
Q9UJ04	Q13085
P15622	Q92824
Q9NZL4	Q8TDB6
Q9BSQ5	Q06124
Q9NZ63	P15976
O60502	Q7Z460
P36404	P42575
Q7Z6E9	P37837
Q9H553	Q9NPC3
Q9C035	Q12923
Q99417	Q8N9R6
Q96RE7	P23396
Q02833	Q7L945
Q86YT6	Q13601
Q92834	Q9NYG5
Q9Y4X5	Q8TAT6
Q96QU8	Q7Z5L9
Q8WV22	Q9Y4K3
Q8WVR3	Q9H3U1
Q8N8S7	Q15327
Q6P1K2	Q9BTE1
P26368	O75182
P01040	O15265
P02549	Q13617
P43897	Q13105
Q8WWY3	P62917
Q9NX18	O15392
P17480	Q99062
Q5RKV6	Q9Y4C1
P20226	Q9H792
Q9H1X1	Q13643
Q9NVC6	P27635
Q15382	Q96CS7
Q9BZQ6	Q8N1E6
Q66LE6	Q99608
O14686	Q6NT76
P42704	Q92820
Q9NX40	Q9BYD2
Q9BVC3	Q9BRK4
Q9BZW8	P49750
P35372	Q96AP4
Q9UK97	Q9NWB7
P25942	Q9BSM1
P32942	P46940
Q9Y5Q8	P54802
Q9Y6X2	Q9NQX0
Q13228	P47755
Q9Y223	Q9UFG5
Q969E8	O00571
P60866	Q96CG3
P46934	Q8WTW3
P16662	Q9UL40
Q9UBQ5	Q01850
Q8TEH3	O00311
Q6SPF0	O60645
Q9UDV6	Q08945
Q9NYF8	Q9Y6N7
Q6IN84	Q15369
Q96A65	Q6IPM2
Q96HN2	Q13485
P49773	Q8N9H8
P21675	O00273
O00267	Q9H2F5
Q5D1E8	P78545
O00560	Q96EY1
Q9BXK5	Q01813
P50897	Q9NWX5
Q6FI81	O43829
Q9UPR0	Q68CQ4
O94782	Q9UL42
P10275	Q9BTW9
Q6ZVT0	Q96BY6
P20749	O15273
P52298	Q8WVK2
Q56NI9	Q6ZRV2
Q9HCS7	Q8WU20
Q1MSJ5	Q9H9E3
Q08379	Q13309
Q6P656	Q9UBF6
Q8IWU2	Q15036
P41182	P10747
Q13133	Q9HCI7
Q66K74	O14782
Q9H2H8	Q96S44
Q8N726	P35968
Q9Y5R8	Q96IZ0
Q9Y2B1	O95402
Q9NYV6	Q2MKA7
Q9BXB1	Q6QNY0
Q96JM2	O94810
Q6ZU35	Q6P4R8
Q03188	Q92622
Q15459	Q8NB15
O15533	P11177
P13612	P55089
P31930	Q9HC98
Q9BU61	Q9NXG2
Q9H1Y0	Q92834
Q27J81	Q16849
O60880	Q7Z3B3
Q13156	Q8WTS1
P0C7T5	Q92974
Q9NRZ9	Q9NZJ5
Q13895	Q14831
Q9BRT3	P60484
Q9P0L0	P17482
Q969W3	O94985
Q8NFJ9	Q96ER3
Q96BW1	Q8WYA1
P11684	Q9NSY1
P07315	Q9UPT5
Q2NKQ1	O15503
O15400	P15735
O60331	P62304
Q5W0Q7	P13010
P48645	O95677
Q13601	Q8TD31
Q02156	Q9BSJ2
O60563	P11021
Q8TCJ0	O43513
O43290	O14558
Q8N5J2	P20340
Q9NUG6	Q8TCA0
Q16288	O43447
Q9GZT8	Q2MV58
O96006	P18146
Q96SU4	O94763
Q15397	Q8NA57
Q99727	O43490
Q9Y473	Q96RR1
Q9BTP7	Q9UJY1
P47755	Q9NZQ7
Q8ND30	Q15388
P23142	Q8NI60
Q13163	Q9Y6W5
Q9Y2V7	P49810
P33076	Q96LL4
P56279	Q9BQD3
Q32MZ4	Q8WVX3
P61758	Q92616
P48995	Q92629
Q6IPU0	Q92547
P10644	Q5VTB9
P35711	P01730
O15027	Q9NTJ3
P09038	O43602
O95630	P43243
Q9NW61	Q96IV0
Q969F0	O75962
Q14118	Q96HN2
O43852	Q9C0K0
Q9BRT6	Q8IYU2
P51572	Q8TDH9
Q9P2G9	P33681
Q9GZP9	P08648
Q86Z02	Q99689
P40937	Q68DK2
Q9UI09	P22314
Q92731	Q14CW9
Q6PL18	Q16656
Q96ER3	Q8NI08
P55345	Q9BRJ7
Q9Y272	Q15413
Q6ZSY5	Q9UMN6
Q96CD0	O60885
O60481	Q15744
P61244	Q9UNH7
Q9Y3B6	P20701
O43290	P40855
P63244	Q8NFC6
Q96CV9	Q9BYG4
Q10567	Q9BSR8
Q68BL7	Q9ULU4
A2RU14	P82675
Q9BQD3	O15481
P18859	O75884
O15530	Q8IZH2
Q5T2W1	O15488
O95671	P20073
Q9UPQ4	Q15637
Q9BQS8	Q13131
O43791	Q13761
Q07960	O95863
P20336	Q9UBD5
P21359	P51648
Q8NBR6	Q15080
P04844	Q14681
P11047	Q9Y3Z3
Q8IXQ5	O14526
Q9H1Y0	Q13233
Q9HCI7	Q96JZ2
Q71F56	Q9UH62
P26358	P23945
P23409	Q9ULD6
Q96L46	Q5VSL9
Q96C28	Q9P0R6
Q8N108	O43617
O75558	Q12824
Q9P2Y4	Q12929
Q13277	Q92945
Q96BS2	Q8TBK6
P42568	O00221
O95677	Q96SB4
Q15363	P98164
O95167	Q9NQ87
P55040	Q13011
Q13002	P67775
Q9H7Z6	P78348
O60381	O75663
Q9BXS6	P01009
Q9ULZ3	P03956
Q9NVP1	Q99757
Q9Y576	Q9BXM7
Q99583	P26651
P22830	P32243
Q7Z6J8	Q9BT73
P25106	Q9Y692
O43390	Q8TB96
Q9Y4C2	Q9H5Z6
O14686	O14497
Q9UBF8	P51948
P53041	Q8NFH3
Q16204	P04198
Q6WCQ1	Q8N143
Q8IXK0	Q92901
O00257	Q86VS3
O00139	P31645
Q9BT04	O75081
Q14019	Q13151
O43186	Q96PQ6
Q13576	Q8TF05
Q9BV36	P31645
Q9UJ70	P23025
Q03989	P19235
Q6PH81	P13196
Q99638	Q9BXL8
O60293	O95639
Q9H4B4	Q99759
Q9UKG1	Q6AHZ1
Q7Z6J0	P23443
Q8WTW4	P15172
P09525	Q9H6Z4
P20941	Q3V6T2
P51617	P13473
Q6ZVT0	Q70EL1
Q0JRZ9	O43684
Q8IYA8	Q96Q05
Q8IW41	Q9BRG2
Q96QD9	Q17RB8
P49711	Q96BY7
Q9BTV4	Q8TD31
Q99801	Q15637
P40937	Q01850
Q96DZ9	Q9HCD5
P23528	O15049
Q9NPE3	P38398
O95996	Q9BUN5
Q96GC6	P35568
P04844	Q9Y4G8
Q8IU60	P23458
Q96KC8	Q13424
Q8NFF5	Q9BQ89
Q14203	Q8IXZ2
Q6P0N0	P13473
Q96CB9	P23142
Q5BJF2	O75143
Q8TF39	A8K0Z3
P17028	P02671
Q9UI08	Q9UIH9
P25791	O43296
Q9H251	Q9UQ35
Q8HWS3	P45880
Q96D71	P51677
Q9H1X1	Q3B820
Q9GZU8	Q71SY5
Q9Y6R0	Q7Z7C8
Q9Y388	Q9BYS1
O96028	Q96GX8
P17301	A1L0T0
Q86YP4	O43747
Q9NQL2	Q9NNW7
O95863	Q8NFW9
