O00291	Q9Y265
O95238	Q9NPP4
Q8NBM4	Q9BYD6
O60673	Q14526
Q9NYV6	Q92882
Q63HR2	P11684
O95477	P22460
P81408	P17028
Q9P0L1	P54259
Q01081	Q9Y2J4
P02760	O15143
Q14114	Q8WVV9
Q9Y5B9	Q9ULV8
P61088	Q53TN4
O60481	Q9UMX2
O95168	P0CI25
Q8TDY4	Q9UBE0
Q9UHA4	O14526
Q92611	Q9Y4A8
P60900	P49368
Q9BS26	Q7L775
Q9BYG3	O00330
Q9NX65	Q01664
Q86SZ2	Q9NRR5
Q9ULL4	P23258
O15460	Q53G59
P61073	P41235
P19367	Q9BZZ5
Q9Y5Y5	Q96QZ7
O00161	P53805
Q8WV60	Q96BH1
Q9UBF9	Q9UQ35
P28715	P10244
O15049	Q12948
P09913	Q9UKN8
Q9P2A4	Q96A72
Q96FW1	O60673
Q8IX15	Q14847
Q5T1M5	P04066
O14613	Q06547
Q92900	Q96EA4
Q9H7T9	O14745
Q9NS23	Q8TDH9
P46783	P09917
Q5SQI0	Q9C0H9
O75030	P56180
Q70CQ1	Q9NQZ3
Q96GC9	P02462
Q14527	O60832
Q8N5D0	P14635
P46734	Q8WUJ0
Q6PF18	Q9Y5A6
Q96D09	P32942
Q9H1K0	Q96DE0
Q6PD74	Q9BVC3
O60337	Q96K58
O95231	Q02224
Q9HCU8	P63215
Q76N32	Q9UBH0
P61165	Q15843
Q9UDY6	P38606
Q06265	Q16849
Q9ULZ3	O14763
P41162	P57723
P32970	Q9BYD3
O95231	Q8IWE4
Q3KP44	Q96M61
P42574	Q99062
Q9NPB6	Q96JN0
Q96BM9	P61966
Q86V20	Q9UGJ1
P48681	P23352
Q96AG3	O15355
Q8IZ69	P61024
Q9H2X0	Q5H9L4
P40426	Q9GZR7
P55011	P42684
Q8IWP9	Q8WUA4
Q63HR2	Q96FE5
O43739	O94818
Q9P0K7	P53007
P62993	Q9BZI7
Q9UKI2	P62081
Q6PIV2	Q9UJC3
Q15329	Q14103
P62258	O94988
Q01081	Q53EZ4
Q13571	Q15398
P53992	Q9UPQ8
Q92782	Q99549
P13349	Q8WUP2
P15941	Q9Y3D0
P16035	Q8IUR7
O95684	Q8IXJ9
Q96RU3	Q9NZN9
Q8NDX6	Q96EK4
Q9UNF1	O15111
Q8WWV3	Q92841
O15085	O00522
Q96P70	P20749
Q9BZB8	P62913
Q16881	Q5VZK9
Q9NQY0	Q8NFC6
P28799	P48551
Q92851	Q8IX15
Q5JSZ5	O60826
Q13523	Q9Y5P4
Q93008	Q96RR4
Q9Y580	Q9ULU4
P26998	Q13188
Q2TAC2	P07355
P50990	P06858
Q8TDQ7	Q6NZY7
O43593	Q8N5N7
O15230	Q504Q3
P10071	Q9GZV5
Q14596	O15516
O75293	P06702
Q13332	Q86SX6
O95218	P08779
Q13287	Q9NSC5
Q5W5X9	Q96GT9
P48544	O00562
P49756	Q9UK96
P0C0S5	P29597
Q9NSY1	Q7L2J0
Q9Y3U8	Q53T94
Q9NZN9	Q9H9H4
Q9H0W8	O75175
Q9NZU7	A6NHQ4
Q96MF7	O43196
P0DI82	O43164
O15164	Q14209
Q9Y3M2	B2RUY7
O15151	P05198
Q5R372	Q8ND83
Q16594	O60508
Q9BPX1	Q96LA8
Q96IZ5	Q9Y5K8
Q8N5C8	P85298
Q99728	P32314
Q16514	Q96EP1
Q6P5X5	P51659
O94886	O15085
P48507	Q9UHC6
Q9NV79	P78352
Q96KS0	P04275
Q8N9Q2	Q96ER3
Q92834	O94979
Q6ZUJ8	P57060
O43164	Q9GZV8
Q6S5L8	O75208
Q04727	Q8N5M4
Q10471	Q9BYD2
Q5W0V3	Q02539
A6NKD9	P42229
P06400	Q9Y6B7
Q92636	Q8NF99
Q96LZ7	O95684
P23769	P28749
Q9Y5W9	Q9H0I2
Q92560	Q9Y586
P02458	P49815
Q9NP77	P07510
Q96QC0	P50616
P06756	P10606
Q99442	Q6GQQ9
P20933	Q5VZM2
Q8TCZ2	Q12913
P19388	Q16630
P25054	O95487
Q15466	Q8N9E0
Q8IWA6	O75323
O43711	Q08170
P0C0S5	Q8IWR1
P38159	Q8IUX8
P98175	Q9NPJ6
Q5W0Q7	P17302
P35659	O94763
Q92556	P56589
Q00978	P37231
Q12913	Q9Y4B5
O75319	Q9BYM8
Q02790	O14745
Q96SB4	Q9UPR0
A0MZ66	O15389
Q9NSA0	Q9H201
Q9NQ87	Q96BJ3
Q96AP0	P43365
Q6DD88	Q01780
Q86U86	Q9NWN3
P12236	O94875
Q7L4P6	Q7Z2W9
Q15390	Q05D60
Q5VZV1	P15407
Q14738	Q96GY3
O14978	Q8NDX5
P29590	O60844
O95257	Q5HYW2
P42768	Q9C005
O15217	O00635
O95347	Q8TEP8
Q9UJU6	Q96HU8
Q6ZVT0	Q13263
Q9BRI3	Q9NX63
P17544	Q96GG9
Q9UBF1	O43660
P55089	P36639
Q9H074	O76041
Q9NXZ2	Q92843
Q8NEA6	Q9BV38
Q9UBT6	Q8NHQ1
O60673	O95059
A1L4K1	Q9Y5S2
Q9P0I2	Q9H7E9
Q9GZX6	Q15013
Q9Y3B7	Q9Y5T5
P58004	Q96Q05
Q13188	P62312
O15481	P63211
O15245	Q09472
P62314	P04234
Q96HR3	P45985
Q8NB90	Q8N1G0
P61964	P19086
Q13427	P09564
Q9UQ84	Q9H4P4
Q6UY14	P48549
P0DJD3	Q13427
Q8TCT7	O43914
Q8IYS0	Q9UBT7
Q9H4I2	Q96GG9
Q15050	Q6PJ61
Q16181	P50542
Q9UNH6	Q7LBR1
P51861	P10073
Q9NQM4	Q9NX04
Q8TEK3	Q9NQC1
Q9Y3A3	Q9UBR2
Q9BW83	Q13542
Q8NA72	Q8WWN9
O00512	Q8IYI0
Q9BXB4	Q6P2Q9
Q9BZJ0	Q16586
O00221	P23434
P13473	Q15528
Q9H981	Q96QD9
O75864	Q9UJX4
Q9H4E7	O14910
Q9H3H3	Q2M1P5
P62306	Q9UQ80
O15155	P51688
P19387	Q5VZK9
P46821	P78406
P62979	O60942
P48444	Q9UHA3
O95336	O43172
Q6BCY4	P52735
Q9H165	Q5VWQ8
O75586	Q9UIL1
P16234	Q8IVH2
Q99661	P21145
P19883	Q13546
Q15506	Q13546
O14972	Q969T9
O60663	P63241
Q8N5N7	P04424
O75593	Q641Q2
Q9BW66	Q9GZM8
Q9Y6K1	Q95460
Q8TDI0	Q13428
P14920	Q9C0C9
A1L4H1	O95503
Q9UJY4	Q71RC2
O75962	P30281
Q5T7P8	Q9Y2I6
Q13315	Q8N6T3
Q7L5D6	Q5VV42
Q12929	Q86YV5
Q5JST6	Q96SD1
Q4KMQ1	O15151
P10636	Q03405
Q16600	O43676
Q99598	Q9Y2Q0
O15446	O43670
Q96HS1	O43617
Q96PU4	P07550
Q9BQS8	Q8IXQ5
Q6ZSY5	Q13315
P16150	Q8IX15
P09210	O75486
O43597	P15509
Q8TDH9	O75791
P14859	Q92832
Q9ULU4	Q13206
Q9H8W3	P61236
Q96PU4	Q6MZQ0
Q86UR5	Q5T7V8
Q9NXZ2	Q8WV16
Q9H7P6	Q9NZB2
Q5JR59	O14958
Q17RD7	P24863
O95363	O75362
P14653	Q9HD47
Q9BYJ9	Q8N2H9
Q9Y2I2	Q96GZ6
Q7L945	O95777
P43320	Q15645
Q7Z6J8	Q6UY14
A0AVT1	P50895
Q3B820	Q96MU7
O75553	Q13085
Q9NWB1	O43255
Q9H7P6	O15541
Q5U5X0	Q14872
Q9UJ55	O15056
Q03001	Q9H6T3
Q3SYG4	P05413
P53779	Q96I34
P22681	P48556
P51149	Q9BYQ4
Q9ULB1	P17482
Q9BQ61	Q96M94
P14735	Q99558
O43399	Q9NR77
Q9BSE2	P31150
P49715	Q6ZVT0
Q96CV9	Q9NZ42
Q12972	Q7Z6L1
Q58A45	Q6NXR4
Q9H7C4	P09086
Q03518	Q9P2K8
Q8NB46	Q9H267
O95050	O43298
Q96HA1	P48775
Q8N3J5	Q9Y698
P36405	P42702
Q58WW2	Q9BRR8
Q86XR7	Q99727
Q9ULV5	Q9NZN3
Q9BQQ3	Q13227
Q05BQ5	Q01658
Q9Y577	O75477
Q96G97	Q96A65
Q9Y255	Q13148
Q6NSI4	Q7Z7H8
Q9BRX5	Q12959
Q9H939	Q15834
P09917	O15143
Q12841	Q15052
Q8IYW5	Q14896
P23508	P54136
Q16533	P05161
Q15005	P62263
Q5VYV7	P48047
P29474	Q8WVZ9
P25789	P28288
Q9NWK9	Q96NT3
Q8NE71	Q92597
P61619	P23142
O75865	O75161
Q5T7W7	Q9ULT6
Q04912	Q9Y4E8
Q13422	Q99801
O43852	Q12873
P82675	P55196
A0FGR8	Q9Y2X0
Q8N2W9	P32927
Q13426	Q96B67
Q9Y5Y5	Q9Y297
Q9GZX5	Q5JST6
Q9NYA4	Q9H173
P43897	P02652
Q8IYB8	Q6PIW4
Q9ULS6	Q14257
Q9NXU5	P11309
Q13368	Q9UBP5
Q9H0A0	Q9P2E9
Q8TBP5	Q9NQ31
Q13351	O95159
Q9H8Y8	O95865
O15126	Q8N184
Q9UPT9	Q9H7L9
P48736	P13726
P18206	Q15628
P36639	P51532
Q5T2W1	O15228
Q9GZV5	Q9HBL8
P05181	Q92629
Q9UKJ5	Q96LL4
Q96JK2	Q8WUD1
Q6NT76	P09211
Q92813	Q14721
Q96JH7	P38432
Q9H8N7	P21675
Q96BD8	P07196
P35070	Q9BW71
Q504U0	Q9NX02
Q9UK97	Q9C0C7
P08559	P31949
Q8WXU2	Q9Y239
Q8N539	P59998
Q68DV7	Q96HH6
P14854	O14737
Q9BXF3	P18615
Q9BUU2	O14713
Q9Y618	Q9Y3B7
Q86VQ1	O15460
Q9UGI9	Q9BYE7
O14972	Q96EL2
Q5BJD5	O15182
Q15744	Q96JM2
P05362	Q96EL2
Q99640	P48357
Q9NVS2	O14920
Q9GZX7	P20933
Q9UBE0	Q96FN4
A9UHW6	Q13426
Q9BXJ1	Q13206
P53805	Q6NSI4
P17706	P50897
P48039	P78362
P50502	Q9Y2L5
Q8N8K9	Q14721
Q14643	P55089
Q9Y242	P25942
P35968	Q9UJ14
P03952	P55010
Q9NVA1	P08949
Q01344	O94955
Q6NXR4	Q13435
Q8N766	O75147
O95870	P37108
P15559	Q9BW04
Q86VP1	Q86SE9
Q8IX18	Q12824
Q14191	Q13233
Q9UHD2	Q8WXK3
P14543	O76041
Q9UNT1	Q9BQ95
Q5VZL5	Q8WUB8
P49765	Q6ZSG1
Q96S52	Q8TEC5
O15169	P60006
Q68DK7	P16410
Q9Y285	P78317
P53611	Q9BSG1
P05408	Q7Z419
P07093	O75925
P08709	Q9HBZ2
Q9NRM2	Q68G74
Q9UJ55	Q69YN4
P56545	P04234
Q69YH5	Q9UJU2
Q9BRP4	Q8N1F8
Q8IXQ5	P16471
Q0ZGT2	Q9BZF3
Q8NB78	Q8N9Q2
P56278	P38919
Q13637	O95793
Q8WW24	Q8NFZ0
Q8NEC5	Q14019
Q8IZJ4	O43189
Q9P2R6	Q9BUN5
O43567	O96018
Q07864	Q9UHV2
P01106	Q96H22
Q01196	Q9NX08
P62854	P17936
O95182	Q8IZ07
Q9UHV7	Q9UPY3
P18075	O14662
Q8IZU1	Q9Y6Y9
Q14999	Q9NVV4
Q8NEM0	P46779
P14317	Q8WWB5
Q15041	Q9UBS8
Q9NPI8	P28068
Q96MP8	Q9NVN3
Q9HC98	Q9HCJ2
Q8WVX3	Q15650
Q9BYH8	Q96MW7
Q96HA7	Q96D09
Q9NVV4	P09629
Q9NZC7	P06307
P08514	Q9UKJ1
Q96KN7	O43633
Q8NFD5	Q92622
Q08379	Q12891
Q6P2H3	Q9BSH3
Q12768	Q9NZN9
Q9H5Z1	Q6P2E9
P21579	Q6ZN17
Q99759	Q9BRJ6
Q96ST3	O60477
P20591	Q9BZV1
O95470	Q96FC7
Q9P0J7	Q9P270
Q99704	O43680
Q9NQ55	Q07864
Q06330	Q8NFH8
P45880	Q6PKG0
Q96J84	Q96NA8
O00167	Q6NUN9
P40238	Q96IK5
Q8IY18	P16298
Q96SQ5	Q5TC12
P49902	P33981
P24864	Q8TCG1
Q96A35	Q14207
P61513	Q9UK80
Q9HCP0	Q9BW61
Q96EZ8	Q9H4H8
Q6P1L5	O60716
Q00987	Q9BUB5
Q04912	Q9H2X6
Q15021	Q9BRG2
P46939	P36578
Q9Y6E7	Q96SI9
Q9NTG7	Q9GZQ4
Q12767	A8K8P3
Q5BJF2	O75052
Q16821	Q9UBE8
Q04864	O00167
Q92615	O75534
O75145	P25106
Q00526	P04150
P52434	P37088
O14613	P06396
Q9BPX5	P56181
Q9NX18	Q96SB4
P25788	Q9P2X0
Q6ZV73	Q9UNQ2
P42892	Q96PK6
Q9UI30	Q16533
Q9NR21	Q6ZYL4
Q8WZ42	Q9P1U1
Q9NQZ8	Q2M2E3
Q99704	Q12962
Q15750	Q9BQF6
P52657	Q96F07
Q9NY12	Q96FT9
P35613	Q15007
Q9BX82	P54259
Q92611	Q8TCE9
P22105	Q6NVH7
P04271	Q96RT7
Q9P2N6	P61073
P35354	Q9H1H9
P19404	Q15834
Q8IW41	P49750
O43164	Q9NQG5
Q96T60	Q53TS8
P18206	O75771
Q9UQB8	Q9Y2I7
P11441	P50222
Q92802	P29590
O15355	O15078
Q8WXG8	Q96S79
Q96JS3	Q15007
Q5VY09	Q96RT1
P35244	P56545
Q6NZI2	P48507
Q13613	Q9NPP4
Q712K3	Q96NY9
Q8WUB2	Q6UWE0
Q9BYV6	O94952
P43403	Q96G27
O95425	P43378
Q10586	Q96HR9
Q9ULC4	P47897
O94842	Q6UN15
Q8TAQ2	P0CW24
P62136	Q9H2G2
Q96PY5	Q6P499
Q9Y3C1	Q6ZN17
Q15542	Q92985
P09871	O14512
Q92782	O15228
Q9BRP1	Q9UPV9
Q9UBZ4	P51151
Q96GY3	O95639
Q99747	P38432
Q5SXM2	Q9BQD3
O15182	Q96E14
Q9Y283	Q15916
Q9ULT8	Q9UHQ4
P29350	P19022
Q96G25	Q9UHK0
Q15528	Q3B7T1
O15259	O75531
Q53F19	Q7Z6J6
P26640	O60711
Q9H3K2	Q15386
P56817	O00204
Q6ZYL4	Q8NF64
Q8IWV7	O75665
Q09019	Q8TDI0
Q9NQ31	Q13642
O75864	P14406
Q6NW34	Q9P246
P54829	Q9NWX5
P61769	Q2M1K9
Q9HCY8	Q96CV9
Q9C029	A4D1S0
O15417	Q9P2W1
P50552	Q8IUH5
Q9NXW9	P07998
Q12980	P50750
Q93096	Q14565
P33076	Q13608
O75317	Q8IYD9
Q9UNH6	Q9Y4G8
Q8TEB1	P22670
Q9BUN8	Q9Y586
Q9Y473	O14867
Q8WZ60	Q9UJW9
P07237	O00206
Q9UHY8	Q969U7
O43541	Q99966
Q5T9L3	Q9BX59
Q92797	Q16586
Q96K21	P19419
Q9NVN8	Q969F0
Q96KS9	O94906
P62834	P40855
P05129	Q08378
Q9H019	P17735
O43353	Q9BYX4
Q9NXC5	Q8N3Y1
O75553	Q15370
Q9BRX5	O94826
Q6S5L8	Q14831
P43005	Q53TQ3
Q9UIF3	Q9NSP4
P08949	O60356
P49716	Q8IY63
P13489	P31948
Q96PE7	Q13241
Q86UP3	Q8IVW4
Q8TEB1	P49368
Q96Q35	Q6ZU35
P52298	Q13432
Q15714	O94885
Q9BQ15	P02768
Q92845	Q16363
O00287	Q05923
Q8NDX6	Q12789
Q9NR33	Q92615
P62070	Q9H7H0
Q9Y2B1	Q7Z699
O95197	Q7Z3G6
Q96GZ6	Q99704
P45973	P50458
Q9UBF6	Q03518
P23229	O94988
Q15466	Q9BZJ0
Q13163	Q9C0J9
P54725	P26640
Q02388	Q9BV90
Q96PE7	P62424
P17544	Q13087
Q92616	P31314
A8MPX8	Q6ZSY5
Q9BRP1	Q9H201
O14490	P13639
Q9UL15	Q9HD42
O15061	P41236
P51957	Q9UJP4
Q9BRV8	A8K0Z3
Q8TCJ0	Q9H082
Q93008	P20963
P57771	Q16666
Q9UJ14	P32242
Q9NZL9	P01308
Q96D46	Q9NQ48
P80365	Q9BUR4
Q8WV07	Q9BZE9
Q9H2H8	Q9UL42
Q9H093	Q96EY8
Q03112	P20933
O43379	P46108
P78395	P50747
P12236	P61006
Q66K14	Q9UBP6
Q9H4L4	P02730
O43396	O43402
Q8NEF3	Q9NSA3
P04035	O15455
Q9H165	P08833
Q15768	P29084
Q6ZW49	Q9P2K2
Q6P499	O76041
Q9UPM9	P53365
O60238	Q9BVL2
Q92832	P48643
Q8TDR0	O43805
Q16594	Q9NZN9
Q9UJX5	Q96J84
Q96GG9	Q9Y6D0
P57682	Q8N6R1
Q0D2I5	O95456
Q6PIV2	Q9BY84
Q7Z698	P15822
P12757	Q16698
P27449	O75367
Q9UBW7	P12956
O60894	Q9C0J9
P26371	Q9UMS4
P49137	P26374
Q9Y4L1	Q8NFH5
Q16236	Q15382
Q08378	P41229
Q8IWR1	O95721
P13995	Q86T24
Q14197	Q9NR80
P62942	P42285
Q9H446	Q9BRT9
P13056	O15121
P47897	P56597
Q9P2R6	Q6PIV2
Q96N64	P07998
Q7Z392	P46939
P02462	O43920
O75446	Q9H7B4
Q8WYQ5	Q9HAD4
P07858	Q9UKF6
Q9HC44	O95865
Q96D15	Q6PGN9
Q9H992	O75164
Q16204	Q15291
Q8N9B5	P20700
O43822	Q6IBW4
P62701	Q9H082
P42702	Q6IE81
P98170	Q6PKG0
P49703	Q13642
Q9NQZ6	Q969U6
O60244	P17813
Q14114	Q86Y97
P26992	O15015
P14859	O94964
Q8IYH5	O15259
Q13772	Q9UBF9
P13056	Q32NC0
P55196	P30039
Q9Y3Y4	Q9UHB7
O96020	Q9GZZ9
Q9Y2D4	Q8IVM0
Q6UN15	P53007
Q9NX47	Q9C0D3
P54253	P11712
Q03135	O60921
Q13615	O60941
P49796	Q8N6T7
O75886	Q9UGJ1
Q9H4B6	Q969G2
Q9P0M9	Q02539
Q9HAD4	Q969S3
Q13291	Q13469
P35968	Q86U42
Q9NZD8	Q9NP92
Q99704	Q7Z4N8
Q9NX04	Q9NP50
Q86UP2	Q86XS8
O60381	O14964
Q86VS3	Q9BTT4
Q9H792	P30530
P84090	Q06546
Q16621	Q15569
Q13105	Q92824
A8MT69	Q99081
P29692	Q9BT73
Q8WZ19	O00124
Q7Z4U5	P10827
P28222	Q96LC9
Q6P050	Q9UKA4
O43426	P61968
Q9BU20	Q9NPI1
Q15276	Q96AT1
Q9BQP7	Q969T9
Q6ZMZ0	Q6IQ32
P08833	O75486
Q8NEB9	Q9BZI7
Q14526	Q13107
Q9NR09	Q96SB3
Q92547	P27694
O43674	Q9P299
Q9Y6Q6	Q6ZUJ8
P48023	Q9UQ26
Q9BY11	Q9H6L5
P04075	Q08499
P05120	Q86X02
Q9P0T4	Q96EP0
Q86SX6	Q13506
Q53EL6	Q9NZQ0
Q8NHV4	Q9NXV6
O14519	P49711
Q9NZD8	Q15369
O75787	Q8N0X7
Q9Y508	O43543
Q96EY7	P54368
P41223	Q9UL40
Q9NVI1	P00736
Q14145	Q9Y2Y1
O43521	Q86UD0
Q5VST9	Q969Q5
P50549	Q08495
Q9UIG0	O00220
Q9UNL4	Q92570
Q9UHY8	Q9BW66
P78362	O75362
Q9NSA3	P19544
Q96CV9	Q96C24
Q9BVM2	P15976
Q96F63	Q9P2W9
Q9Y371	Q13315
Q9UHB7	A1L443
Q13976	Q96NR8
Q13523	P19544
Q14995	Q5PSV4
P12318	Q9NZN9
Q96SI1	A0AVT1
Q92615	P46695
P45985	O43592
Q9Y2W2	Q13258
O94868	Q6ICG8
Q99732	Q7Z422
Q8NB91	Q9UBY9
Q5MJ70	P43365
Q01081	Q9HAW4
O00555	P61073
Q16650	Q8TAE7
Q96BN2	P68036
Q53GT1	Q8WWW8
Q92530	Q96I24
Q14980	Q15459
P40227	Q969E8
Q8IUX1	Q9UHR5
Q5T6F0	Q08211
P05496	Q12923
Q96CW6	Q9UMD9
P35998	Q96F46
Q13114	Q96RU2
Q9BX82	Q96A47
Q86UT8	O00327
P47985	O14893
Q8IWE2	O95997
Q9GZV8	Q8IUH5
Q9BXK5	Q9NR30
O15062	P24539
Q86YV5	P02766
P60903	Q9UL15
P15313	P00441
Q96GX9	P24928
O95050	O75925
Q8NFH5	P15374
Q9BXA6	P07902
Q9ULR0	P20340
O15344	P12830
Q9NRL2	P15918
Q96H20	Q8IXZ2
Q15393	O75626
Q9H2B2	P22061
O14972	Q9P2K5
Q5JTC6	Q53HV7
Q9NR55	Q70UQ0
Q14681	Q9Y3C7
Q96M94	Q9NPB6
Q9NVR0	Q6AI12
O43791	Q6MZT1
Q8NDX5	Q01813
P13224	O43296
Q96PU8	P17482
Q9BUQ8	P81877
Q9UHI6	Q9UIL1
Q02790	Q9GZV9
P17482	P07910
Q8IX90	P85298
Q92882	Q53HC0
Q969H0	P07237
P08253	P10809
Q06432	Q8IYX3
Q9ULX9	Q9BZL1
Q05209	Q8N2W9
P56597	Q9Y3S1
Q96CB8	Q92616
Q16890	Q9Y468
Q8NEZ2	P51114
Q9GZT9	O14777
O75531	Q9UJX5
Q16795	Q8N983
P43626	P55198
P33991	P29317
Q9Y253	Q96AX9
P31948	Q9ULH1
P98175	Q14524
P15391	Q8IWY9
Q9NS37	Q9UK41
O95147	O15062
P28289	O14763
Q8WVK2	P23458
Q06330	P07355
Q9Y388	Q92925
Q13315	Q9P2R7
Q969X6	Q86TB9
P14649	P84090
Q96KQ4	Q7Z6E9
Q13123	Q9UII6
Q92994	P09210
Q9Y566	Q12923
Q9Y2N7	Q8IWX8
Q14847	O75506
Q71RG4	P11712
Q8N2Z9	Q6PI98
Q13765	P20823
Q9UKJ1	Q9NPE3
Q13438	Q9H6S1
P21675	P30405
Q8N9Q2	Q9NZ81
Q02040	O75603
Q9UJT2	Q99963
Q7Z6B0	O43920
Q8NCE2	Q9BV97
P0CI25	Q6PGQ1
Q14681	Q8NHQ8
P62906	O60260
Q17RB8	Q9BQ61
Q15345	Q8TD17
O75695	O14933
P54274	P04080
Q9UF56	P49321
Q8N6L0	Q13596
Q15834	Q9UHA3
P78314	Q9BXU3
P82979	O43296
P08572	Q66K74
P78346	Q9NRH1
A0AVT1	Q9P2L0
Q9NR46	O00161
P49411	Q9HCE5
Q12929	Q99062
Q9Y2M5	P26599
Q96T21	Q13200
Q9H9T3	Q6IQ32
Q96QK1	Q96F15
Q9UKV5	P28370
O94818	Q86Y91
Q8N122	O60603
Q96DX7	Q86WA8
P19429	P20073
O75486	Q96BI3
Q9ULT8	Q8NCN4
P09067	Q07912
O94782	P23229
Q08945	P46934
Q8TE49	O60381
Q13151	Q6PH81
Q5T2T1	Q7L190
Q99832	O95190
Q99988	Q8WWB3
Q75N03	P29374
Q7Z417	Q9BRD0
O95248	Q8WUW1
Q8TDY4	P37108
Q9ULR0	Q9Y3C0
Q3KP44	Q8N6S4
O14746	Q13136
Q96A05	O75197
Q9Y546	O60285
Q9ULX3	Q13257
Q96D46	Q9NV58
O75604	Q9Y6F1
Q9GZR7	P15622
Q9BWW4	Q14683
O60315	Q7Z7B0
Q9Y297	O14924
Q13526	Q07666
Q9H8M2	Q92835
Q15021	Q07817
Q9H175	O95835
P50222	P52657
Q5QP82	Q9C029
Q96D09	Q0D2K3
P30291	Q02763
Q9BZI7	Q92802
P07332	Q92851
Q969V4	Q13432
P42338	Q8IYL3
P20941	P20810
Q96H55	Q05048
O95183	O60832
Q05397	Q01814
Q96G97	P52298
Q9UIG0	Q13601
P33316	Q38SD2
Q99909	Q96F86
Q9NQS3	Q13404
Q96J01	Q8WXA9
P57075	Q9Y4W6
Q9NWB7	Q9Y2K2
Q9Y3C6	Q9ULU4
Q15078	O96015
Q5BN46	Q12815
Q96T51	Q8IUH5
Q02548	Q5ST30
Q9UH73	Q15466
Q99708	Q70Z35
Q9H4L4	Q96GC6
Q14094	Q8N5R6
Q86WJ1	P23467
Q8NFR7	O15245
Q5T4S7	O00487
Q13435	Q9NQH7
Q9BZ11	A8K8P3
Q9HCJ2	Q96CJ1
P53618	Q9NXW2
Q8NFG4	Q9UIB8
O95168	Q8WXE1
Q99558	Q8N9H8
P54252	Q8IX12
P42568	O00264
O00471	Q9UQ35
Q92499	Q96LL4
Q8N4C7	Q8NF64
Q96F46	O00560
P51617	Q9Y6R4
Q96A08	Q14159
Q6GQQ9	Q96RU7
Q9Y3C6	P55010
Q9BXL7	Q8N9N5
Q15916	Q9UI47
Q99952	Q9NP66
P12318	Q969P0
Q8N5P1	O15259
Q6P2C8	P11308
Q6P1X5	Q9HCN8
P22415	Q6VMQ6
Q9Y605	P23508
Q9Y4W6	P55345
Q9P2K6	O00329
Q9P0N9	P05107
Q96KE9	Q96T68
Q9UH62	Q9UQQ2
Q9NYS7	Q8WV92
O00303	Q96EK4
O00267	Q5J8M3
Q7Z3C6	Q9NZM4
P51688	Q9GZY0
Q9NX02	Q96IZ7
P62888	Q8NF91
P63272	Q9HCL2
P17661	Q92665
P11684	P04083
Q5W0Q7	P15259
Q8N653	Q9BV40
Q9H2G2	P07992
Q15404	P82912
Q92698	Q7Z5V6
Q13148	Q12834
Q2TBA0	P62306
O94906	P31943
O75143	Q6R327
Q6MZQ0	Q16363
P10589	O43791
P14136	Q96GX2
O75145	Q8N5R6
Q9P0U3	O00560
Q86YV5	P51813
P22681	Q86UT8
Q9Y678	Q96G23
P33991	Q13200
Q02447	O76015
P35221	P78560
Q53QW1	P23297
P57735	Q96T76
Q9Y2B4	Q8WX92
Q96GA3	Q7Z465
P28062	Q96PC5
P47974	Q15051
Q9HCK5	Q8IW35
Q2I0M5	P57081
Q9BRD0	Q9BZ67
O43189	Q7L5A8
Q00587	Q8N5L8
Q9UKY1	Q92956
P01375	Q6IPR1
Q86Y91	P03956
O15144	P10599
O15481	Q8NEG0
O95479	Q8N4P3
O75477	Q86SZ2
O95433	Q5TKA1
Q6ZV73	Q86VR2
Q6P1L5	O95630
Q16821	Q9Y2U8
Q6P050	O96004
Q9NVS2	P15498
Q8N108	P62877
P17936	Q12899
Q9UBL3	Q12789
Q8N2H9	Q9HC52
Q9NPL8	Q13490
Q9NRY4	Q5T1M5
P51572	P08235
O15230	Q13158
Q8N4B1	Q9Y2X9
P05198	Q9P2K3
Q9Y5J3	Q9BRX9
P24752	Q2MKA7
Q9UF56	Q14995
Q6NZ36	Q12962
O43929	P35219
Q9Y282	Q9NTW7
Q96EZ8	P28360
O75385	Q8NCD3
Q12879	Q0VG06
Q4LE39	P35638
O96015	Q9NWQ4
Q86TC9	P46379
P17544	Q9BZY9
Q04864	P52799
Q6RI45	Q96FZ2
P51826	P05413
P20594	O43572
Q16548	O75582
Q92538	Q96HN2
Q15170	Q8NFG4
Q6PGQ1	P10074
Q8IXK0	P14859
Q8NFY9	O94763
O43143	Q05048
O95407	Q8N3I7
Q9UGM3	P28290
P33316	Q9NQT4
Q9UJC3	P17040
Q96T49	P45379
Q8TD17	O43157
Q14773	Q27J81
P60006	O43493
P04080	P21506
Q7Z419	P56537
Q9Y5Q9	Q9H9D4
Q9H079	Q12923
P49821	Q9NXU5
P21941	Q6NXG1
P23443	Q9NPE2
Q9UIF8	Q16795
Q92837	Q9UKV5
P06748	Q92625
Q9UJC3	P0DTW1
Q9Y3C7	Q96RY7
P29375	Q9BWW8
Q9Y3B7	Q99590
Q9Y2B1	P25963
Q9BRK5	Q9UJA3
Q8N7W2	Q14566
P32242	Q13608
Q969U7	Q99708
O75157	P07333
Q9UL54	Q8N3J5
P49815	Q9NQC3
Q14687	P78536
Q6P597	Q96P70
Q8NFJ9	P40938
O00635	Q8N5U6
Q53S33	Q96IZ7
Q9NQC3	Q702N8
P49450	Q8N1G0
Q13017	Q7L1W4
P32780	A8MPX8
